FIPS_VTD,Precinct Name,CC,FIPS,PRCT,LEG,7am,EDR,Signatures,AB-Reg,AB-Fed,AB-Pres,Ballots,PresIR,PresDFL,PresOther,CongIR,CongDFL,CongOther,MNSenIR,MNSenDFL,MNSenOther,MNLegIR,MNLegDFL,MNLegOther
0650070,MORA P-1,33,065,70,17A,1277,208,1026,71,0,0,1097,377,448,272,346,632,119,563,500,34,443,630,24
0650075,MORA P-2,33,065,75,17A,425,91,351,46,0,0,397,140,158,99,121,222,54,210,173,14,163,221,13
0650080,OGILVIE,33,065,80,17A,231,44,188,10,0,0,198,44,106,48,52,115,31,87,103,8,77,116,5
0650085,PEACE TWP.,33,065,85,17A,339,50,297,12,0,0,309,75,121,113,80,169,60,140,156,13,126,171,12
0650090,POMROY TWP.,33,065,90,17A,188,33,163,7,0,0,170,63,60,47,51,94,25,90,78,2,74,94,2
0650095,QUAMBA,33,065,95,17A,61,14,54,0,0,0,54,16,23,15,16,29,9,22,30,2,20,32,2
0650100,SOUTH FORK TWP.,33,065,100,18A,348,46,286,10,0,0,296,59,124,113,79,160,57,82,202,12,96,185,15
0650105,WHITED TWP.,33,065,105,17A,350,53,314,9,0,0,323,95,122,106,87,189,47,145,171,7,106,215,2
0670005,ARCTANDER TWP.,34,067,5,15A,229,30,216,0,0,0,216,32,120,64,45,160,11,81,134,1,68,143,5
0670010,ATWATER,34,067,10,15B,648,96,546,16,0,0,562,179,217,166,208,315,39,284,263,15,268,280,14
0670015,BLOMKEST,34,067,15,15B,138,12,115,5,0,0,120,40,41,39,54,64,2,71,49,0,47,72,1
0670020,BURBANK TWP.,34,067,20,15A,203,50,180,5,0,0,185,30,81,74,52,121,12,80,101,4,58,124,3
0670025,COLFAX TWP.,34,067,25,15A,271,45,254,8,0,0,262,49,121,92,79,170,13,123,138,1,65,145,52
0670030,DOVRE TWP.,34,067,30,15A,1172,142,984,66,0,0,1050,392,375,283,471,528,51,690,347,13,445,584,21
0670035,EAST LAKE LILLIAN TWP,34,067,35,15B,140,15,127,0,0,0,127,25,56,46,32,90,5,41,85,1,40,85,2
0670040,EDWARDS TWP.,34,067,40,15B,180,9,147,3,0,0,150,64,36,50,84,63,3,107,40,3,78,69,3
0670045,FAHLUN TWP.,34,067,45,15B,205,30,194,4,0,0,198,44,86,68,63,123,12,76,119,3,61,133,4
0670050,GENNESSEE TWP.,34,067,50,15B,212,31,192,14,0,0,206,53,88,65,63,133,10,80,123,3,82,122,2
0670055,GREEN LAKE TWP.,34,067,55,15A,863,170,739,50,0,0,789,242,298,249,347,414,28,489,293,7,336,447,6
0670060,HARRISON TWP.,34,067,60,15A,344,55,320,18,0,0,338,83,162,93,98,225,15,148,155,35,118,212,8
0670065,HOLLAND TWP.,34,067,65,15B,238,28,233,2,0,0,235,154,47,34,165,70,0,160,75,0,149,85,1
0670070,IRVING TWP.,34,067,70,15A,454,63,393,26,0,0,419,132,170,117,168,234,17,216,201,2,184,230,5
0670075,KANDIYOHI,34,067,75,15A,331,43,283,9,0,0,292,87,122,83,106,170,16,152,138,2,118,170,4
0670080,KANDIYOHI TWP.,34,067,80,15A,407,48,350,7,0,0,357,121,130,106,158,186,13,230,122,5,174,176,7
0670085,LAKE ANDREW TWP.,34,067,85,15A,534,79,460,44,0,0,504,144,209,151,216,273,15,260,236,8,209,288,7
0670090,LAKE ELIZABETH TWP.,34,067,90,15B,140,12,123,2,0,0,125,24,60,41,33,88,4,53,70,2,51,73,1
0670095,LAKE LILLIAN,34,067,95,15B,192,16,136,11,0,0,147,39,71,37,41,99,7,62,82,3,35,110,2
0670100,LAKE LILLIAN TWP.,34,067,100,15B,144,6,121,1,0,0,122,26,58,38,32,84,6,42,79,1,30,91,1
0670105,MAMRE TWP.,34,067,105,15A,230,25,185,6,0,0,191,67,61,63,86,96,9,101,86,4,93,97,1
0670110,NEW LONDON,34,067,110,15A,551,70,406,70,0,0,476,149,211,116,174,267,35,241,226,9,171,286,19
0670115,NEW LONDON TWP.,34,067,115,15A,1620,208,1294,85,0,0,1379,410,528,441,525,781,73,782,582,15,572,789,18
0670120,NORWAY LAKE TWP.,34,067,120,15A,176,30,162,0,0,0,162,47,73,42,57,99,6,59,100,3,57,102,3
0670125,PENNOCK,34,067,125,15A,249,29,201,5,0,0,206,63,77,66,82,112,12,114,89,3,87,116,3
0670130,PRINSBURG,34,067,130,15B,345,25,304,11,0,0,315,270,28,17,274,36,5,266,43,6,242,70,3
0670135,RAYMOND,34,067,135,15B,438,39,354,11,0,0,365,149,144,72,148,205,12,219,142,4,162,195,8
0670140,REGAL,34,067,140,15A,38,2,32,0,0,0,32,13,12,7,19,9,4,18,14,0,12,20,0
0670145,ROSELAND TWP.,34,067,145,15B,273,40,252,4,0,0,256,130,66,60,140,107,9,182,73,1,135,120,1
0670150,ROSEVILLE TWP.,34,067,150,15A,290,28,237,7,0,0,244,84,81,79,100,127,17,127,112,5,107,129,8
0670155,ST. JOHNS TWP.,34,067,155,15A,236,36,223,5,0,0,228,86,86,56,90,124,14,108,119,1,108,117,3
0670160,SPICER,34,067,160,15A,726,84,572,26,0,0,598,184,278,136,214,339,45,323,259,16,231,351,16
0670165,SUNBURG,34,067,165,15A,84,6,72,1,0,0,73,16,45,12,24,46,3,33,39,1,23,47,3
0670170,WHITEFIELD TWP.,34,067,170,15B,315,33,276,7,0,0,283,85,103,95,111,164,8,149,133,1,101,180,2
0670175,WILLMAR W-1 P-1,34,067,175,15A,497,172,444,28,0,0,472,145,211,116,177,266,29,247,202,23,166,266,40
0670180,WILLMAR W-1 P-2,34,067,180,15A,682,127,532,33,0,0,565,168,260,137,204,322,39,278,267,20,209,318,38
0670185,WILLMAR W-1 P-3,34,067,185,15A,648,162,578,22,0,0,600,180,235,185,256,320,24,353,239,8,231,342,27
0670190,WILLMAR W-2 P-1,34,067,190,15A,849,142,664,42,0,0,706,231,321,154,251,433,22,416,283,7,260,416,30
0670195,WILLMAR W-2 P-2,34,067,195,15A,903,103,788,64,0,0,852,371,331,150,392,445,15,578,267,7,342,481,29
0670200,WILLMAR W-2 P-3,34,067,200,15A,1078,158,923,77,0,0,1000,448,379,173,503,471,26,672,319,9,450,501,49
0670205,WILLMAR W-3 P-1,34,067,205,15A,813,204,626,30,0,0,656,242,271,143,310,315,31,385,259,12,294,319,43
0670210,WILLMAR W-3 P-2,34,067,210,15A,592,184,565,22,0,0,587,169,267,151,225,324,38,327,247,13,231,316,40
0670215,WILLMAR W-3 P-3,34,067,215,15A,776,128,567,49,0,0,616,220,266,130,246,337,33,365,237,14,234,346,36
0670220,WILLMAR W-4 P-1,34,067,220,15A,833,157,692,101,0,0,793,320,298,175,360,386,47,532,245,16,321,430,42
0670225,WILLMAR W-4 P-2,34,067,225,15A,724,177,608,79,0,0,687,226,322,139,247,408,32,399,282,6,243,408,36
0670230,WILLMAR W-4 P-3,34,067,230,15A,811,146,707,43,0,0,750,265,343,142,313,412,25,433,307,10,298,414,38
0670235,WILLMAR TWP.,34,067,235,15A,275,45,234,12,0,0,246,86,69,91,107,128,11,145,95,6,126,117,3
0690005,ARVESON TWP.,35,069,5,01A,60,6,47,0,0,0,47,23,11,13,25,21,1,24,23,0,24,22,1
0690015,CARIBOU TWP.,35,069,15,01A,38,2,31,1,0,0,32,14,11,7,15,15,2,13,17,2,17,13,2
0690020,CLOW TWP.,35,069,20,01A,32,2,23,1,0,0,24,11,5,8,11,13,0,11,13,0,10,14,0
0690025,DAVIS TWP.,35,069,25,01A,51,1,35,3,0,0,38,13,21,4,10,28,0,9,28,1,12,26,0
0690030,DEERWOOD TWP.,35,069,30,01A,130,12,82,1,0,0,83,37,33,13,38,45,0,36,47,0,43,39,1
0690035,DONALDSON,35,069,35,01A,47,1,26,1,0,0,27,6,10,11,4,21,2,6,21,0,7,20,0
0690040,GRANVILLE TWP.,35,069,40,01A,66,7,51,8,0,0,59,22,31,6,16,43,0,15,42,2,17,42,0
0690045,HALLOCK,35,069,45,01A,935,61,659,44,0,0,703,265,302,136,232,461,10,204,489,10,215,480,8
0690050,HALLOCK TWP.,35,069,50,01A,63,5,61,0,0,0,61,18,28,15,12,47,2,13,46,2,20,40,1
0690055,HALMA,35,069,55,01A,54,4,35,2,0,0,37,13,9,15,14,22,1,20,16,1,17,19,1
0690060,HAMPDEN TWP.,35,069,60,01A,42,0,32,1,0,0,33,15,11,7,11,22,0,9,24,0,12,21,0
0690065,HAZELTON TWP.,35,069,65,01A,53,2,44,2,0,0,46,16,24,6,12,34,0,14,32,0,14,32,0
0690070,HILL TWP.,35,069,70,01A,15,2,15,2,0,0,17,2,11,4,4,12,1,3,13,1,3,13,1
0690076,HUMBOLT/ST. VINCENT TWP.,35,069,76,01A,149,6,84,10,0,0,94,46,26,22,45,48,1,41,53,0,45,49,0
0690080,JUPITER TWP.,35,069,80,01A,120,7,91,3,0,0,94,41,38,15,30,64,0,31,62,1,30,64,0
0690085,KARLSTAD,35,069,85,01A,612,61,389,37,0,0,426,179,162,85,161,252,13,155,259,12,201,217,8
0690090,KENNEDY,35,069,90,01A,286,13,191,15,0,0,206,70,105,31,64,139,3,51,151,4,52,153,1
0690095,LAKE BRONSON,35,069,95,01A,218,16,131,8,0,0,139,29,70,40,51,85,3,31,106,2,26,111,2
0690100,LANCASTER,35,069,100,01A,272,16,161,3,0,0,164,46,78,40,46,117,1,39,121,4,51,113,0
0690110,NORTH RED RIVER,35,069,110,01A,17,0,16,0,0,0,16,6,8,2,3,13,0,4,12,0,2,14,0
0690115,NORWAY TWP.,35,069,115,01A,52,4,42,1,0,0,43,23,10,10,19,24,0,25,18,0,24,19,0
0690120,PELAN TWP.,35,069,120,01A,36,0,25,0,0,0,25,3,13,9,6,19,0,7,18,0,13,11,1
0690125,PERCY TWP.,35,069,125,01A,39,1,29,1,0,0,30,6,18,6,4,26,0,5,25,0,9,21,0
0690130,POPPLETON TWP.,35,069,130,01A,81,2,60,2,0,0,62,22,29,11,15,47,0,16,45,1,24,37,1
0690135,RICHARDVILLE TWP.,35,069,135,01A,75,2,55,1,0,0,56,9,30,17,11,45,0,12,43,1,16,40,0
0690145,ST. VINCENT,35,069,145,01A,69,2,46,4,0,0,50,19,18,13,23,25,2,19,29,2,21,27,2
0690155,SKANE TWP.,35,069,155,01A,41,3,32,0,0,0,32,10,19,3,4,28,0,4,27,1,7,25,0
0690160,SOUTH RED RIVER,35,069,160,01A,18,0,11,2,0,0,13,4,7,2,3,10,0,4,9,0,4,9,0
0690165,SPRING BROOK TWP.,35,069,165,01A,68,3,45,3,0,0,48,23,14,11,19,28,1,19,28,1,24,23,1
0690170,SVEA TWP.,35,069,170,01A,45,0,36,0,0,0,36,7,22,7,8,28,0,16,20,0,12,23,1
0690175,TEGNER TWP.,35,069,175,01A,35,5,31,2,0,0,33,12,17,4,9,24,0,8,25,0,11,22,0
0690180,TEIEN TWP.,35,069,180,01A,91,4,57,3,0,0,60,26,22,12,20,39,1,39,21,0,18,41,1
0690185,THOMPSON TWP.,35,069,185,01A,152,8,120,6,0,0,126,49,57,20,40,85,1,33,90,3,42,83,1
0690186,CANON/MCKINLY/ST JOSEPH,35,069,186,01A,84,3,65,3,0,0,68,13,37,18,14,46,8,16,49,3,11,51,6
0710005,BIG FALLS-DNR CRE PREC,36,071,5,03A,296,27,245,8,0,0,253,82,66,105,102,122,29,83,162,8,0,201,52
0710010,BRIDGIE PREC,36,071,10,03A,46,12,44,2,2,0,48,27,12,9,20,18,10,23,24,1,0,36,12
0710015,BVR-MDG-RAY PREC,36,071,15,03A,127,13,107,6,0,0,113,43,24,46,55,46,12,40,68,5,0,93,20
0710020,CINGMARS PREC,36,071,20,03A,32,3,25,1,0,0,26,5,11,10,9,16,1,4,22,0,0,24,2
0710025,CROSS R-DENTAYBOW PREC,36,071,25,03A,52,7,49,1,0,0,50,12,17,21,21,26,3,13,37,0,0,34,16
0710030,ENGLEWOOD-PINETOP PREC,36,071,30,03A,109,13,93,3,0,0,96,31,35,30,35,40,21,37,58,1,0,68,28
0710040,FOREST GROVE PREC,36,071,40,03A,47,5,39,1,0,0,40,17,11,12,10,24,6,11,28,1,0,31,9
0710045,INDUS PREC.,36,071,45,03A,50,12,46,0,1,0,47,15,18,14,12,29,6,16,31,0,0,35,12
0710050,INTL FALLS -EAST WARD,36,071,50,03A,1190,243,1034,32,1,0,1067,189,583,295,270,689,108,198,836,33,0,940,127
0710055,INTL. FALLS-CENTER WARD,36,071,55,03A,1152,240,940,56,1,0,997,239,522,236,287,593,117,191,766,40,0,819,178
0710060,INTL FALLS -WEST WARD,36,071,60,03A,1714,247,1360,114,5,0,1479,441,721,317,490,839,150,310,1113,56,0,1202,277
0710070,JAMESON PRCT,36,071,70,03A,96,10,71,3,0,0,74,18,27,29,26,42,6,11,63,0,0,69,5
0710075,KOOCHICHING POLL 1,36,071,75,03A,731,177,647,65,0,0,712,200,307,205,267,370,75,176,519,17,0,594,118
0710080,KOOCHICHING POLL 2,36,071,80,03A,377,74,238,6,0,0,244,58,102,84,78,141,25,45,196,3,0,214,30
0710081,KOOCHICHING POLL 3,36,071,81,03A,310,74,258,13,1,0,272,76,125,71,90,151,31,60,205,7,0,243,29
0710082,KOOCHICHING POLL 4,36,071,82,03A,249,65,239,13,0,0,252,52,139,61,69,157,26,62,188,2,0,223,29
0710083,KOOCHICHING POLL 5,36,071,83,03A,250,70,257,14,0,0,271,51,126,94,79,161,31,51,217,3,0,245,26
0710085,LINDFORD PREC,36,071,85,03A,32,2,24,2,0,0,26,15,1,10,17,6,3,15,11,0,0,13,13
0710090,LITTLEFORK,36,071,90,03A,423,70,349,29,0,0,378,94,197,87,110,223,45,79,289,10,0,324,54
0710095,MANITOU SAULT PREC,36,071,95,03A,92,9,82,2,0,0,84,23,34,27,22,46,16,15,63,6,0,66,18
0710100,MIZPAH-EVERGREEN PRCT,36,071,100,03A,122,15,105,1,0,0,106,33,33,40,30,56,20,35,67,4,0,84,22
0710105,MURPHY PREC,36,071,105,03A,60,2,48,6,0,0,54,29,4,21,23,24,7,15,39,0,0,43,11
0710110,NETT LAKE PREC,36,071,110,06A,18,0,2,0,0,0,2,1,1,0,0,2,0,0,2,0,0,2,0
0710115,NORTHOME,36,071,115,03A,164,34,136,7,0,0,143,42,60,41,42,78,23,36,102,5,0,117,26
0710120,RANIER,36,071,120,03A,137,21,112,14,0,0,126,29,61,36,46,67,13,29,96,1,0,102,24
0710125,RAT ROOT PREC,36,071,125,03A,156,26,159,1,0,0,160,27,80,53,40,95,25,32,125,3,0,145,15
0710130,REEDY PREC,36,071,130,03A,64,5,57,3,0,0,60,29,16,15,16,36,8,18,41,1,0,42,18
0710140,SCARLETT PREC,36,071,140,03A,71,8,51,1,0,0,52,15,22,15,23,27,2,12,38,2,0,42,10
0710145,SIL'DALE-S'VILLEPREC,36,071,145,03A,58,0,41,1,0,0,42,2,26,14,14,19,9,11,31,0,0,37,5
0710155,WATROUS PREC.,36,071,155,03A,98,11,70,3,0,0,84,18,46,20,22,53,9,19,64,1,0,74,10
0710160,WILDWD-PLUMCREEK-STEFFE,36,071,160,03A,47,0,28,4,0,0,32,10,12,10,9,20,3,7,23,2,0,26,6
0710165,WILLIAMS PREC,36,071,165,03A,59,4,49,4,0,0,53,19,12,22,16,19,18,25,20,8,0,31,22
0710170,MEADOWBROOK,36,071,170,03A,58,9,56,1,0,0,57,12,23,22,15,35,7,12,45,0,0,45,12
0730005,AGASSIZ TWP.,37,073,5,13B,98,2,59,5,0,0,64,23,20,21,25,33,6,27,37,0,23,41,0
0730010,ARENA TWP.,37,073,10,13B,99,12,92,3,0,0,95,22,45,28,41,50,4,26,65,4,28,66,1
0730015,AUGUSTA TWP.,37,073,15,13B,93,15,81,9,0,0,90,28,39,23,37,46,7,37,50,3,25,64,1
0730020,BAXTER TWP.,37,073,20,13B,127,13,113,3,0,0,116,32,50,34,35,67,14,48,67,1,31,85,0
0730025,BELLINGHAM,37,073,25,13B,145,11,123,3,0,0,126,45,44,37,58,62,6,53,72,1,53,72,1
0730030,BOYD,37,073,30,13B,147,28,119,2,0,0,121,21,56,44,31,76,14,53,62,6,35,81,5
0730035,CAMP RELEASE TWP.,37,073,35,13B,211,7,143,6,0,0,149,46,64,39,45,103,1,65,84,0,62,86,1
0730040,CERRO GORDO TWP.,37,073,40,13B,170,23,145,4,0,0,149,35,79,35,53,93,3,43,106,0,31,118,0
0730045,DAWSON W-1,37,073,45,13B,391,57,314,13,0,0,327,94,149,84,113,197,17,135,180,12,84,232,11
0730050,DAWSON W-2,37,073,50,13B,322,22,253,14,0,0,267,84,126,57,98,161,8,114,150,3,78,185,4
0730055,DAWSON W-3,37,073,55,13B,442,59,346,41,0,0,387,141,162,84,156,204,27,191,175,21,102,272,13
0730060,FREELAND TWP.,37,073,60,13B,101,4,80,1,0,0,81,26,33,22,35,42,4,28,49,4,20,61,0
0730065,GARFIELD TWP.,37,073,65,13B,118,9,100,13,0,0,113,27,57,29,36,74,3,33,77,3,23,90,0
0730070,HAMLIN TWP.,37,073,70,13B,135,15,117,3,0,0,120,29,61,30,36,82,2,41,77,2,22,97,1
0730075,HANTHO TWP.,37,073,75,13B,92,4,73,3,0,0,76,26,39,11,32,43,1,30,44,2,26,49,1
0730080,LAC QUI PARLE TWP.,37,073,80,13B,134,18,124,6,0,0,130,23,71,36,37,88,5,35,91,4,25,103,2
0730085,LAKE SHORE TWP.,37,073,85,13B,169,16,137,6,0,0,143,28,90,25,42,96,5,37,104,2,24,119,0
0730090,LOUISBURG,37,073,90,13B,32,3,31,1,0,0,32,5,26,1,9,21,2,3,28,1,8,23,1
0730095,MADISON W-1,37,073,95,13B,448,50,346,28,0,0,374,104,193,77,134,220,20,172,188,14,92,275,7
0730100,MADISON W-2,37,073,100,13B,463,49,327,53,0,0,380,122,199,59,166,191,23,152,211,17,92,274,14
0730105,MADISON W-3,37,073,105,13B,417,49,338,27,0,0,365,109,193,63,146,204,15,153,206,6,81,281,3
0730110,MADISON TWP.,37,073,110,13B,203,11,152,12,0,0,164,33,87,44,61,99,4,65,97,2,35,129,0
0730115,MANFRED TWP.,37,073,115,13B,74,11,66,3,0,0,69,16,29,24,25,37,7,26,41,2,23,44,2
0730120,MARIETTA,37,073,120,13B,134,14,100,7,0,0,107,40,44,23,57,46,4,50,53,4,26,80,1
0730125,MAXWELL TWP.,37,073,125,13B,125,10,110,3,0,0,113,34,42,37,61,50,2,56,55,2,33,79,1
0730130,MEHURIN TWP.,37,073,130,13B,65,5,56,1,0,0,57,18,25,14,23,33,1,24,32,1,20,36,1
0730135,NASSAU,37,073,135,13B,58,8,47,3,0,0,50,19,21,10,23,24,3,29,21,0,18,32,0
0730140,PERRY TWP.,37,073,140,13B,113,5,79,2,0,0,81,21,23,37,32,44,5,32,47,2,24,55,2
0730145,PROVIDENCE TWP.,37,073,145,13B,147,9,130,7,0,0,137,42,59,36,50,85,2,58,76,3,35,101,1
0730150,RIVERSIDE TWP.,37,073,150,13B,204,20,173,9,0,0,182,46,84,52,63,112,7,71,109,2,52,128,2
0730155,TEN MILE LAKE TWP.,37,073,155,13B,139,5,109,1,0,0,110,12,58,40,28,78,4,37,71,2,35,74,1
0730160,WALTER TWP.,37,073,160,13B,140,8,108,6,0,0,114,47,35,32,61,46,7,44,70,0,52,62,0
0730165,YELLOW BANK TWP.,37,073,165,13B,141,11,108,6,0,0,114,37,39,38,61,48,5,49,64,1,57,57,0
0750005,BEAVER BAY,38,075,5,06A,110,26,100,8,0,0,108,24,57,27,29,68,11,20,69,19,0,95,13
0750010,BEAVER BAY TWP. P-1,38,075,10,06A,149,18,132,4,0,0,136,46,50,40,54,69,13,43,78,15,0,115,21
0750020,BEAVER BAY TWP. P-4,38,075,20,06A,205,22,172,10,0,0,182,41,67,74,52,102,28,34,122,26,0,161,21
0750025,CRYSTAL BAY P-1,38,075,25,06A,288,44,251,9,0,0,260,29,148,83,45,174,41,36,186,38,0,223,37
0750035,FALL LAKE TWP.,38,075,35,06A,388,47,325,26,0,0,351,130,135,86,169,145,37,106,215,30,0,271,80
0750040,SILVER BAY P-1,38,075,40,06A,444,52,387,22,0,0,409,97,217,95,110,248,51,90,261,58,0,348,61
0750050,SILVER BAY P-2,38,075,50,06A,932,70,773,48,0,0,821,220,408,193,218,513,90,175,562,84,0,717,104
0750060,SILVER CREEK,38,075,60,06A,755,75,648,23,0,0,671,137,374,160,148,423,100,140,440,91,0,582,89
0750065,STONY RIVER TWP.,38,075,65,06A,158,5,91,0,0,0,91,42,35,14,36,44,11,33,45,13,0,66,25
0750070,TWO HARBORS W-1,38,075,70,06A,631,70,509,40,0,0,549,111,345,93,105,397,47,92,380,77,0,474,75
0750080,TWO HARBORS W-2,38,075,80,06A,573,84,454,38,0,0,492,103,279,110,110,331,51,91,334,67,0,443,49
0750090,TWO HARBORS W-3,38,075,90,06A,644,58,526,56,0,0,582,151,317,114,142,405,35,118,403,61,0,516,66
0750105,TWO HARBORS W-4,38,075,105,06A,563,47,455,25,0,0,480,66,294,120,80,357,43,62,367,51,0,446,34
0750110,UNORG TERR NO1,38,075,110,06A,86,12,76,3,0,0,79,27,34,18,25,47,7,20,51,8,0,68,11
0750115,UNORG TERR NO2 PREC 1,38,075,115,06A,206,22,179,16,0,0,195,37,123,35,43,134,18,37,131,27,0,165,30
0750120,UNORG TERR NO2 PREC 2,38,075,120,06A,393,53,357,15,0,0,372,96,192,84,112,223,37,101,207,64,0,305,67
0750125,UNORG TERR NO2 PREC 3,38,075,125,06A,599,63,536,16,0,0,552,93,310,149,118,382,52,101,384,67,0,498,54
0750130,UNORG TERR NO2 PREC 4,38,075,130,06A,40,6,36,2,0,0,38,11,18,9,13,22,3,13,22,3,0,36,2
0750135,UNORG TERR NO2 PREC 5,38,075,135,06A,18,1,0,17,0,0,17,4,12,1,5,10,2,3,11,3,0,13,4
0770005,DIST.NO.1 P-A,39,077,5,01A,75,24,57,24,0,0,81,35,17,29,35,40,6,36,39,6,40,36,5
0770010,DIST.NO.1 P-B,39,077,10,01A,372,53,332,24,0,0,356,97,147,112,101,250,5,98,254,4,130,218,8
0770015,DIST.NO.2 P-A,39,077,15,01A,167,17,146,10,0,0,156,53,50,53,53,98,5,50,101,5,74,77,5
0770020,DIST.NO.2 P-B,39,077,20,01A,264,50,247,19,0,0,266,106,96,64,102,155,9,80,175,11,114,139,13
0770025,DIST.NO.3 P-A,39,077,25,01A,103,22,93,22,0,0,115,51,37,27,45,68,2,39,73,3,58,53,4
0770030,DIST.NO.3 P-B,39,077,30,01A,247,37,230,18,0,0,248,65,91,92,75,164,9,66,172,10,100,143,5
0770035,DIST.NO.3 P-C,39,077,35,01A,98,10,87,9,1,0,97,43,23,31,45,48,4,31,60,6,50,43,4
0770040,DIST.NO.4 P-A,39,077,40,01A,345,32,277,42,0,0,319,127,104,88,115,193,11,127,176,16,131,179,9
0770045,DIST.NO.4 P-B,39,077,45,01A,128,12,113,14,0,0,127,36,35,56,42,80,5,38,83,6,54,69,4
0770050,DIST.NO.5 P-A,39,077,50,01A,167,30,138,36,0,0,174,66,58,50,57,113,4,53,118,3,79,91,4
0770055,DIST.NO.5 P-B,39,077,55,01A,117,18,92,6,0,0,98,25,46,27,30,62,6,20,64,14,30,61,7
0770060,DIST. NO. 5P-C,39,077,60,01A,95,5,68,5,0,0,73,21,34,18,20,52,1,23,49,1,31,41,1
0770065,DIST. NO. 2 P-C,39,077,65,01A,63,4,55,4,0,0,59,8,36,15,9,47,3,10,46,3,15,41,3
0770070,DIST. NO. 5 P-D,39,077,70,01A,67,1,50,2,0,0,52,29,20,3,25,27,0,29,23,0,35,17,0
0790005,CLEVELAND,40,079,5,24B,437,49,336,5,0,0,341,98,124,119,75,263,3,121,213,7,177,160,4
0790010,CLEVELAND TWP.,40,079,10,24B,374,45,301,1,10,0,312,99,119,94,65,241,6,128,173,11,153,152,7
0790015,CORDOVA TWP.,40,079,15,25B,317,20,240,4,0,0,244,75,91,78,57,183,4,145,94,5,86,151,7
0790020,DERRYNANE TWP.,40,079,20,35A,390,23,270,6,0,0,276,65,105,106,48,222,6,72,190,14,100,162,14
0790025,ELYSIAN,40,079,25,25B,272,35,207,5,0,0,212,68,77,67,54,151,7,90,114,8,69,130,13
0790030,ELYSIAN TWP.,40,079,30,25B,566,99,452,33,0,0,483,198,153,132,145,330,8,259,220,4,204,271,8
0790035,HEIDELBERG,40,079,35,25A,46,8,43,0,0,0,43,4,28,11,5,37,1,17,26,0,12,30,1
0790040,KASOTA,40,079,40,24B,403,62,322,5,0,0,327,57,157,113,49,274,4,71,253,3,105,216,6
0790045,KASOTA TWP.,40,079,45,24B,899,113,696,31,0,0,727,213,291,223,191,519,17,270,439,18,336,378,13
0790050,KILKENNY,40,079,50,25B,87,18,75,0,0,0,75,17,26,32,19,55,1,39,35,1,22,51,2
0790055,KILKENNY TWP.,40,079,55,25B,301,24,214,5,0,0,218,62,82,74,34,183,1,114,100,4,53,158,7
0790060,LANESBURGH TWP.,40,079,60,25A,903,139,753,12,0,0,765,271,257,237,193,559,13,427,322,16,350,392,23
0790065,LE CENTER W-1,40,079,65,25A,784,66,576,30,2,0,605,195,249,161,140,455,10,377,223,5,285,305,15
0790070,LE CENTER W-2,40,079,70,25A,553,50,372,18,0,0,390,132,158,100,83,295,12,215,165,10,157,214,19
0790075,LE SUEUR W-1,40,079,75,24B,1307,131,943,79,0,0,1023,423,376,224,326,672,25,434,556,33,483,519,21
0790080,LE SUEUR W-2,40,079,80,24B,1050,180,779,34,0,0,813,280,306,227,219,569,25,303,479,31,366,426,21
0790085,LEXINGTON TWP.,40,079,85,25A,500,37,387,16,0,0,403,105,153,145,95,304,4,231,166,6,163,228,12
0790090,MONTGOMERY W-1,40,079,90,25A,737,61,535,13,0,0,548,123,253,172,90,437,21,271,264,13,175,344,29
0790095,MONTGOMERY W-2,40,079,95,25A,879,86,704,22,0,0,726,198,340,188,126,579,21,368,340,18,254,447,25
0790100,MONTGOMERY TWP.,40,079,100,25A,403,30,291,4,0,0,324,86,132,106,68,245,11,175,136,13,138,172,14
0790105,NEW PRAGUE,40,079,105,25A,889,141,654,3,16,0,673,222,263,188,137,513,23,402,257,14,289,355,29
0790110,OTTAWA TWP.,40,079,110,24B,229,17,186,4,0,0,190,52,63,75,57,129,4,69,114,7,91,96,3
0790115,SHARON TWP.,40,079,115,35A,404,51,318,12,0,0,330,116,106,108,100,228,2,152,171,7,190,128,12
0790120,TYRONE TWP.,40,079,120,35A,411,21,321,0,9,0,330,103,131,96,76,246,8,125,196,9,160,160,10
0790125,WASHINGTON TWP.,40,079,125,24B,518,57,411,26,0,0,437,179,149,109,151,282,4,186,246,5,249,185,3
0790130,WATERVILLE W-1,40,079,130,25B,512,97,413,38,0,0,451,157,183,111,101,346,4,233,208,10,140,302,9
0790135,WATERVILLE W-2,40,079,135,25B,539,95,442,5,0,0,447,130,181,136,98,336,13,219,215,13,136,290,21
0790140,WATERVILLE TWP.,40,079,140,25B,406,52,336,10,0,0,346,130,109,107,93,251,2,203,139,4,109,229,8
0810005,ALTA VISTA TWP,41,081,5,21B,160,15,115,4,0,0,119,27,58,34,40,76,3,47,71,1,44,74,1
0810010,ARCO CITY,41,081,10,21B,67,7,57,3,0,0,60,16,31,13,24,27,9,22,34,4,35,25,0
0810015,ASH LAKE TWP,41,081,15,21B,136,21,119,8,0,0,127,20,71,36,45,77,5,45,82,0,59,67,1
0810020,DIAMOND LAKE TWP,41,081,20,21B,126,5,97,5,0,0,102,38,38,26,53,47,2,46,55,1,56,46,0
0810025,DRAMMEN TWP,41,081,25,21B,112,8,87,3,0,0,90,28,28,34,53,34,3,44,40,6,30,58,2
